,TRAIN NO.,CLASS,FROM_CODE,TO_CODE,JOURNEY-DAY,JOURNEY-MONTH,JOURNEY-YEAR,QUOTA,BOOKING-DAY,BOOKING-MONTH,BOOKING-YEAR,WAITING NO.,CONFIRMED
2175,10952,4,643,361,3,11,2014,3,3,6,2014,79,52
2176,10662,2,563,430,4,8,2015,6,28,1,2015,74,49
2177,10819,3,26,541,16,3,2014,11,16,5,2016,77,52
2178,10167,2,98,560,3,8,2014,2,14,4,2015,78,52
2179,10208,5,56,377,28,4,2015,4,19,9,2016,138,0
2180,10761,7,436,541,6,2,2014,4,4,8,2015,44,51
2181,10012,2,611,676,6,2,2015,1,2,2,2016,15,51
2182,10849,6,520,620,1,4,2016,3,22,2,2013,80,25
2183,10811,3,652,144,10,1,2013,5,19,9,2013,112,0
2184,10075,1,307,547,11,2,2013,4,11,4,2013,90,0
2185,10437,4,654,428,16,3,2015,6,22,12,2014,120,0
2186,10921,7,613,86,7,3,2015,10,1,4,2013,112,0
2187,10177,4,536,204,1,9,2013,3,16,1,2013,50,51
2188,10806,5,91,573,19,3,2014,11,26,5,2016,61,51
2189,10863,4,147,320,13,7,2014,1,6,6,2013,20,51
2190,10755,3,228,100,19,1,2016,1,13,11,2016,137,0
2191,10853,5,331,588,17,4,2013,9,22,2,2015,69,51
2192,10356,4,10,276,10,9,2016,9,17,5,2013,32,51
2193,10080,3,9,426,18,5,2015,8,12,2,2016,138,0
2194,10907,6,294,680,6,7,2013,1,14,12,2014,84,0
2195,10767,3,333,404,12,5,2015,11,23,5,2015,139,0
2196,10931,4,281,83,18,12,2015,6,7,2,2016,74,51
2197,10244,5,317,394,18,8,2015,11,5,4,2013,2,52
2198,10463,4,60,575,24,4,2015,7,2,11,2015,4,52
2199,10246,1,300,559,5,5,2015,3,26,8,2015,103,0
2200,10601,5,128,115,27,2,2013,8,17,10,2016,108,0
2201,10946,6,403,492,22,12,2014,4,28,5,2016,110,0
2202,10961,1,132,638,2,4,2014,8,9,3,2016,38,51
2203,10816,3,521,691,2,10,2014,8,7,3,2016,46,51
2204,10029,2,599,305,24,3,2016,2,12,3,2014,82,0
2205,10980,5,112,432,24,7,2016,7,29,5,2015,103,0
2206,10273,3,101,657,16,5,2016,1,6,10,2015,32,51
2207,10142,3,224,239,12,11,2014,5,9,6,2016,104,0
2208,10549,3,54,488,17,12,2013,7,26,8,2016,67,50
2209,10468,4,2,290,23,6,2015,4,17,11,2014,51,51
2210,10865,3,454,234,28,11,2015,7,15,7,2015,80,52
2211,10359,4,259,176,20,4,2014,3,24,12,2014,5,52
2212,10359,6,534,705,9,3,2015,10,8,1,2016,134,0
2213,10664,1,158,401,17,12,2015,1,20,8,2013,93,0
2214,10426,1,249,236,13,1,2016,4,7,3,2014,135,0
2215,10856,5,242,713,2,4,2014,8,18,7,2013,87,0
2216,10647,4,151,67,25,10,2016,9,1,1,2014,98,0
2217,10746,4,373,452,11,12,2015,3,13,5,2013,62,50
2218,10170,5,638,578,20,4,2016,11,29,8,2014,114,0
2219,10542,6,290,200,21,10,2013,4,21,6,2015,22,51
2220,10952,1,169,481,25,4,2016,5,21,12,2015,23,51
2221,10559,4,539,16,26,11,2015,11,27,6,2013,16,51
2222,10992,6,314,303,3,7,2015,7,27,7,2013,61,50
2223,10672,2,78,438,28,1,2013,11,22,6,2013,24,51
2224,10822,5,56,142,4,8,2014,9,12,11,2015,123,0
2225,10961,3,580,342,9,3,2015,6,21,12,2014,129,0
2226,10128,6,278,420,26,3,2016,11,19,1,2014,99,0
2227,10765,1,93,663,19,3,2013,8,13,8,2013,91,0
2228,10663,7,448,207,13,8,2016,9,3,3,2016,111,0
2229,10547,1,596,89,6,6,2015,3,25,11,2013,36,51
2230,10009,7,348,649,11,5,2016,10,1,4,2013,8,52
2231,10678,1,378,608,16,9,2015,6,27,11,2013,1,52
2232,10466,6,576,30,4,5,2015,8,14,9,2016,104,0
2233,10512,7,610,124,13,3,2014,8,28,10,2013,56,52
2234,10933,1,228,208,6,7,2015,6,11,11,2014,15,52
2235,10417,1,58,383,19,12,2015,7,29,11,2016,117,0
2236,10169,5,129,37,24,9,2013,1,28,11,2013,76,50
2237,10592,3,89,241,26,5,2015,2,8,10,2016,75,51
2238,10616,2,173,684,19,7,2016,1,2,1,2016,119,0
2239,10234,5,677,612,2,2,2015,5,21,9,2016,77,48
2240,10089,7,143,303,6,10,2014,4,10,1,2015,23,51
2241,10176,5,132,5,8,7,2016,1,6,5,2013,83,0
2242,10481,1,712,66,28,12,2016,11,11,8,2016,52,51
2243,10334,2,428,485,1,5,2013,5,15,8,2015,116,0
2244,10504,3,176,55,11,4,2014,5,13,8,2013,64,51
2245,10893,2,700,200,28,2,2013,1,3,2,2016,4,52
2246,10884,2,95,147,8,10,2014,7,24,10,2014,73,51
2247,10727,6,171,600,13,1,2014,4,11,7,2016,51,51
2248,10790,2,632,147,19,10,2014,2,21,3,2014,109,0
2249,10381,3,208,322,1,1,2014,10,8,3,2014,56,51
2250,10585,6,179,527,19,6,2015,2,19,9,2015,110,0
2251,10606,2,195,138,21,6,2015,2,12,6,2015,72,51
2252,10924,5,79,185,25,1,2015,3,8,1,2015,120,0
2253,10746,1,456,617,7,7,2014,9,1,8,2015,95,0
2254,10631,4,27,374,23,5,2013,11,29,7,2015,129,0
2255,10657,1,143,292,22,6,2014,3,15,1,2015,26,51
2256,10561,2,281,636,25,10,2016,11,2,3,2014,122,0
2257,10851,6,15,134,11,2,2014,8,3,10,2016,112,0
2258,10986,1,305,644,7,4,2014,3,28,10,2015,75,50
2259,10337,5,441,430,14,2,2014,2,23,5,2013,32,51
2260,10365,6,701,42,15,6,2016,1,16,2,2013,30,51
2261,10648,5,212,55,17,8,2015,8,21,2,2013,66,50
2262,10499,4,471,624,11,11,2015,1,22,6,2015,137,0
2263,10967,2,24,20,22,1,2016,8,10,2,2016,109,0
2264,10949,1,89,501,6,8,2013,5,9,1,2013,91,0
2265,10946,3,660,182,14,2,2014,1,4,10,2014,105,0
2266,10862,5,63,594,8,3,2015,7,14,2,2014,24,51
2267,10571,3,592,502,10,10,2015,7,14,11,2016,74,50
2268,10573,1,161,53,8,11,2014,8,22,8,2016,107,0
2269,10037,6,78,312,21,1,2015,1,24,7,2013,28,51
2270,10605,7,24,464,4,5,2016,11,7,2,2013,6,52
2271,10697,6,374,124,11,12,2016,2,25,7,2014,86,0
2272,10324,3,368,334,6,7,2014,4,18,5,2013,41,51
2273,10628,4,83,434,29,8,2014,8,17,10,2013,32,51
2274,10619,5,236,5,14,3,2016,3,12,11,2015,87,0
2275,10850,5,70,182,18,5,2016,8,4,12,2013,103,0
2276,10681,5,374,19,23,10,2013,9,18,7,2015,118,0
2277,10190,5,41,644,6,9,2016,8,24,7,2015,95,0
2278,10741,2,382,694,14,8,2016,7,3,8,2015,116,0
2279,10820,7,594,545,27,10,2015,5,17,9,2015,26,51
2280,10611,5,129,494,28,6,2013,5,29,9,2015,85,0
2281,10922,2,203,265,11,1,2016,3,29,7,2016,59,51
2282,10266,7,266,641,16,3,2016,8,2,11,2013,99,0
2283,10182,7,553,653,12,3,2015,2,7,9,2014,102,0
2284,10439,3,248,522,4,9,2013,9,18,11,2015,64,51
2285,10756,6,631,30,21,11,2015,7,21,2,2013,18,51
2286,10554,6,637,170,11,3,2015,9,1,3,2016,140,0
2287,10842,7,107,293,25,10,2013,2,20,6,2014,102,0
2288,10019,4,642,639,29,11,2015,4,16,7,2014,94,0
2289,10562,5,133,23,19,5,2014,7,15,12,2016,62,51
2290,10788,2,300,236,6,4,2013,4,20,12,2015,8,52
2291,10664,4,451,391,10,2,2015,7,27,11,2015,80,41
2292,10439,4,228,434,1,1,2013,5,26,3,2014,71,51
2293,10488,3,352,272,22,6,2013,4,10,4,2014,50,51
2294,10961,4,401,273,25,6,2014,3,2,12,2013,48,50
2295,10803,3,147,153,8,8,2014,2,9,12,2014,10,52
2296,10580,5,208,366,23,5,2013,4,23,3,2014,35,51
2297,10589,1,267,360,5,5,2015,3,16,2,2014,72,51
2298,10077,7,304,519,11,11,2013,10,9,7,2013,97,0
2299,10300,3,56,405,29,11,2016,10,21,7,2015,120,0
2300,10533,2,283,547,22,1,2015,8,24,8,2014,104,0
2301,10856,2,338,354,19,3,2013,2,19,8,2016,24,51
2302,10062,5,416,617,7,4,2014,4,4,1,2016,79,50
2303,10160,3,69,515,7,11,2016,8,29,3,2015,40,51
2304,10978,2,678,177,3,4,2013,7,25,11,2015,75,48
2305,10706,2,443,653,12,8,2013,6,5,7,2014,26,51
2306,10676,3,37,406,26,8,2013,1,23,3,2014,140,0
2307,10567,3,708,301,17,12,2014,6,14,3,2013,111,0
2308,10645,6,173,448,22,3,2016,9,12,4,2016,33,51
2309,10112,3,600,594,20,11,2016,3,17,9,2016,67,50
2310,10095,3,667,272,18,8,2014,6,14,1,2015,99,0
2311,10531,3,283,336,18,6,2014,3,8,11,2014,4,52
2312,10779,6,118,120,10,8,2013,9,5,8,2015,42,51
2313,10404,7,250,308,26,12,2013,4,22,2,2016,21,51
2314,10208,2,661,60,6,6,2013,1,8,7,2014,26,51
2315,10874,3,198,375,3,7,2013,9,19,8,2015,78,52
2316,10876,7,561,344,18,9,2015,4,23,2,2013,139,0
2317,10074,4,220,331,25,8,2015,8,26,7,2015,97,0
2318,10135,4,243,266,2,4,2013,11,26,6,2013,5,52
2319,10537,1,594,66,19,6,2016,11,11,1,2013,52,51
2320,10014,4,173,661,20,7,2013,6,14,10,2014,67,51
2321,10354,6,18,171,29,10,2016,9,13,7,2016,59,51
2322,10891,1,499,584,14,1,2015,9,16,6,2015,44,51
2323,10029,4,369,132,2,5,2016,5,3,6,2014,14,52
2324,10019,2,210,89,6,2,2015,9,26,11,2013,134,0
2325,10791,7,477,617,22,5,2016,6,19,10,2013,5,52
2326,10663,6,575,104,6,3,2016,2,4,3,2014,53,51
2327,10040,6,246,370,9,3,2015,1,5,11,2015,137,0
2328,10044,6,442,645,2,9,2014,6,9,5,2016,121,0
2329,10203,2,101,253,2,7,2015,2,27,2,2014,137,0
2330,10489,6,332,452,25,1,2014,8,29,9,2015,104,0
2331,10430,4,446,599,16,2,2016,1,10,11,2016,18,51
2332,10526,6,266,68,17,3,2016,10,8,1,2015,85,0
2333,10187,7,194,546,20,2,2013,7,21,6,2013,105,0
2334,10597,5,683,498,12,11,2014,6,10,7,2016,12,51
2335,10162,2,240,598,6,1,2015,7,9,2,2013,79,50
2336,10657,2,22,605,7,3,2013,1,19,9,2015,58,50
2337,10838,5,640,57,17,1,2014,5,1,7,2015,77,51
2338,10104,4,704,617,2,2,2013,1,11,10,2016,115,0
2339,10168,1,163,223,17,12,2015,6,1,3,2014,50,51
2340,10744,3,625,372,18,2,2013,10,23,11,2013,28,51
2341,10790,6,479,174,10,6,2014,3,17,8,2015,44,51
2342,10152,3,129,207,8,12,2015,9,3,7,2013,73,52
2343,10017,6,555,658,9,3,2016,2,10,12,2014,42,51
2344,10146,1,499,702,12,9,2014,2,2,12,2015,106,0
2345,10929,6,585,465,29,4,2015,9,10,6,2014,64,51
2346,10312,4,297,84,8,1,2016,3,8,3,2013,46,51
2347,10605,2,656,122,8,11,2014,6,3,1,2015,70,51
2348,10183,3,589,703,6,10,2015,2,22,7,2016,78,46
2349,10247,6,643,518,18,6,2014,5,16,1,2014,115,0
2350,10472,2,450,696,29,2,2015,3,26,8,2014,18,51
2351,10137,6,243,697,11,5,2015,8,6,8,2014,126,0
2352,10247,2,607,10,5,9,2013,5,28,9,2015,21,51
2353,10751,4,682,231,11,9,2013,3,2,2,2016,31,51
2354,10370,6,490,357,1,9,2014,8,11,7,2013,138,0
2355,10837,3,101,258,5,8,2013,11,28,12,2014,70,51
2356,10845,7,186,172,24,12,2016,7,21,9,2013,103,0
2357,10608,2,135,342,21,6,2013,6,8,2,2014,59,50
2358,10913,6,212,201,21,4,2013,8,10,12,2015,100,0
2359,10225,3,461,652,22,5,2014,2,20,12,2015,69,51
2360,10017,5,457,349,19,7,2016,2,19,8,2016,40,51
2361,10649,5,429,513,6,1,2014,1,22,11,2014,121,0
2362,10860,2,119,339,21,12,2015,4,3,1,2016,71,51
2363,10477,4,86,58,28,11,2013,5,17,6,2014,118,0
2364,10235,2,242,300,10,6,2013,11,25,1,2013,112,0
2365,10901,3,562,45,26,7,2014,10,5,12,2016,44,51
2366,10576,3,428,264,27,10,2016,10,4,2,2014,95,0
2367,10387,2,107,519,16,2,2016,8,8,11,2015,126,0
2368,10547,7,410,293,12,1,2013,10,4,8,2014,13,52
2369,10006,2,150,532,4,9,2014,8,1,11,2016,30,51
2370,10906,6,577,18,3,10,2016,6,19,9,2014,57,49
2371,10498,1,615,664,27,11,2015,8,14,1,2016,13,51
2372,10790,1,181,634,23,11,2013,6,1,7,2016,62,50
2373,10877,2,454,26,24,1,2014,8,26,4,2016,118,0
2374,10731,1,452,85,26,4,2016,6,19,8,2013,72,51
2375,10096,1,661,34,17,6,2016,7,24,5,2016,120,0
2376,10420,7,444,323,12,1,2014,11,27,12,2016,19,52
2377,10299,4,405,451,3,7,2015,7,16,10,2014,4,52
2378,10421,1,401,182,3,8,2015,4,27,8,2014,95,0
2379,10812,7,369,499,16,3,2015,7,16,7,2014,121,0
2380,10101,4,337,659,7,5,2016,6,5,8,2014,84,0
2381,10599,6,7,672,8,10,2014,1,6,8,2016,33,51
2382,10227,3,237,96,1,6,2016,3,20,11,2014,61,51
2383,10662,6,713,341,27,2,2015,6,25,8,2016,118,0
2384,10394,3,565,49,13,10,2015,3,16,4,2016,43,51
2385,10165,5,673,712,29,8,2013,9,20,5,2014,127,0
2386,10606,1,131,389,27,8,2015,5,28,7,2014,71,51
2387,10180,7,516,612,22,6,2014,3,29,7,2015,56,52
2388,10375,1,193,535,27,6,2015,9,21,7,2013,131,0
2389,10567,5,409,450,3,6,2016,4,21,1,2015,88,0
2390,10883,5,172,15,8,12,2013,4,25,2,2013,33,50
2391,10227,1,605,217,12,2,2014,7,14,9,2015,115,0
2392,10807,4,547,258,1,11,2015,10,26,11,2015,102,0
2393,10618,6,695,712,2,9,2016,10,20,4,2013,119,0
2394,10506,6,292,305,13,4,2014,8,13,2,2016,26,51
2395,10871,2,612,56,14,4,2013,11,26,9,2015,63,51
2396,10112,2,664,407,13,2,2013,10,4,4,2015,56,51
2397,10607,7,605,630,6,7,2013,3,24,1,2016,64,50
2398,10657,6,479,382,16,2,2013,6,17,6,2013,58,52
2399,10647,4,289,533,13,7,2016,10,1,4,2013,45,51
2400,10526,5,159,662,14,3,2014,2,18,3,2013,34,51
2401,10941,2,625,657,17,9,2016,5,13,1,2016,120,0
2402,10391,2,212,141,23,5,2016,8,14,6,2015,81,0
2403,10705,3,477,227,19,8,2014,11,26,5,2013,25,51
2404,10236,5,262,5,3,9,2016,2,15,8,2016,133,0
2405,10280,7,677,341,17,7,2014,10,22,1,2013,28,51
2406,10059,6,72,462,4,5,2015,1,5,11,2016,126,0
2407,10686,3,502,493,25,6,2016,4,7,11,2015,65,51
2408,10188,3,661,532,20,8,2016,3,6,9,2016,121,0
2409,10040,5,16,414,16,12,2014,6,14,3,2015,123,0
2410,10795,2,35,540,1,6,2016,5,17,1,2016,58,50
2411,10475,6,454,413,23,4,2014,2,22,7,2013,95,0
2412,10304,7,112,432,10,12,2016,8,11,2,2016,73,51
2413,10623,7,508,607,24,11,2015,9,29,11,2013,132,0
2414,10866,3,8,680,4,11,2013,10,25,3,2016,107,0
2415,10556,5,482,530,6,9,2013,2,9,7,2013,32,51
2416,10226,7,481,46,26,5,2016,7,24,5,2014,18,51
2417,10448,4,420,152,11,7,2013,9,29,7,2015,22,51
2418,10803,7,581,30,18,5,2015,4,28,8,2015,41,51
2419,10094,5,162,256,25,12,2014,9,22,4,2013,51,51
2420,10815,2,491,238,10,9,2014,5,9,12,2015,88,0
2421,10576,6,648,570,16,4,2015,7,1,6,2015,75,51
2422,10802,7,171,567,22,12,2014,6,24,7,2014,96,0
2423,10080,4,713,359,27,11,2013,8,10,4,2015,86,0
2424,10713,3,107,121,5,6,2013,11,8,11,2016,36,51
2425,10484,5,679,357,19,9,2013,11,28,4,2015,31,51
2426,10624,5,601,115,10,2,2015,4,22,5,2016,136,0
2427,10102,7,3,558,19,12,2016,6,3,10,2016,112,0
2428,10353,7,40,464,22,7,2015,2,3,8,2016,57,51
2429,10392,1,320,674,22,2,2015,5,12,1,2013,19,51
2430,10534,4,201,10,27,3,2016,11,6,2,2015,26,51
2431,10218,4,118,369,28,10,2013,4,21,6,2013,33,51
2432,10876,4,522,507,28,4,2013,9,17,11,2014,134,0
2433,10159,2,230,172,7,5,2016,10,2,11,2013,3,52
2434,10522,4,572,78,7,7,2014,8,29,6,2015,80,46
2435,10848,7,135,77,19,12,2016,7,4,6,2013,108,0
2436,10548,6,191,619,14,3,2013,10,19,9,2013,132,0
2437,10979,7,559,401,26,5,2015,4,27,8,2014,128,0
2438,10798,6,482,191,18,12,2014,10,1,12,2015,37,51
2439,10302,3,97,429,17,2,2013,6,27,5,2016,57,51
2440,10640,4,162,220,14,11,2015,11,12,2,2013,45,51
2441,10274,3,688,550,25,12,2013,6,1,10,2015,75,51
2442,10856,1,241,236,9,7,2016,10,5,10,2016,14,52
2443,10757,2,668,606,6,12,2015,4,15,5,2015,15,51
2444,10518,3,599,298,24,5,2015,6,1,7,2014,1,52
2445,10354,6,408,615,22,6,2016,4,8,4,2015,33,51
2446,10987,5,495,578,4,9,2013,7,3,3,2013,53,50
2447,10575,7,335,541,2,3,2013,6,5,8,2015,93,0
2448,10901,4,425,550,24,4,2014,8,16,2,2013,6,52
2449,10955,5,501,581,11,2,2016,7,15,3,2015,21,51
2450,10772,4,499,611,23,1,2014,10,19,5,2014,59,51
2451,10902,3,483,72,7,7,2015,1,8,5,2015,109,0
2452,10200,6,163,677,8,6,2013,11,22,8,2015,8,52
2453,10936,1,384,145,7,6,2015,3,25,9,2013,101,0
2454,10520,2,222,77,26,2,2016,2,1,12,2016,105,0
2455,10405,5,654,42,27,3,2013,6,15,6,2015,127,0
2456,10596,3,508,61,4,10,2015,2,3,10,2016,82,0
2457,10914,4,249,206,23,7,2016,11,17,8,2016,126,0
2458,10217,6,432,484,7,10,2016,2,22,11,2016,45,51
2459,10870,7,601,344,12,10,2016,8,27,12,2015,11,52
2460,10987,4,397,149,5,8,2015,8,4,3,2016,131,0
2461,10665,3,407,213,23,5,2016,1,27,9,2016,71,50
2462,10602,1,461,445,15,3,2016,8,28,11,2013,35,51
2463,10409,2,231,577,9,9,2015,1,24,3,2013,130,0
2464,10057,1,693,192,18,6,2015,5,11,3,2014,32,51
2465,10719,2,488,353,11,9,2014,9,20,12,2014,95,0
2466,10991,6,502,602,16,4,2013,11,11,12,2014,133,0
2467,10940,4,426,123,22,5,2015,6,8,5,2016,23,51
2468,10245,7,621,638,17,7,2016,11,16,7,2014,40,51
2469,10211,2,600,530,28,1,2014,11,2,1,2014,28,51
2470,10399,7,629,292,13,8,2014,7,17,4,2013,11,52
2471,10700,4,458,288,6,3,2014,10,13,10,2016,54,51
2472,10042,2,167,343,10,7,2015,1,27,12,2015,103,0
2473,10910,2,624,663,22,5,2016,8,1,10,2013,27,51
2474,10117,5,696,57,12,12,2013,4,26,2,2014,63,50
2475,10431,1,149,648,14,7,2014,9,4,4,2013,131,0
2476,10955,2,633,396,8,5,2015,9,3,2,2014,84,0
2477,10133,3,429,587,11,8,2015,4,24,5,2013,15,51
2478,10921,2,135,706,10,4,2015,6,23,11,2014,9,52
2479,10108,4,494,601,13,1,2013,9,3,1,2013,140,0
2480,10085,1,127,532,2,11,2016,6,8,11,2014,74,51
2481,10892,3,178,521,14,3,2014,10,26,10,2014,122,0
2482,10949,7,417,576,24,10,2013,7,27,2,2013,6,52
2483,10713,6,699,297,22,9,2015,2,11,5,2013,125,0
2484,10454,2,118,7,27,12,2013,8,2,3,2013,42,51
2485,10739,3,540,644,23,2,2014,7,25,10,2014,74,50
2486,10338,6,304,348,18,5,2015,11,19,4,2016,136,0
2487,10215,2,207,4,9,11,2016,8,3,10,2013,117,0
2488,10108,2,468,507,20,9,2016,5,12,9,2013,139,0
2489,10600,6,474,606,28,10,2015,11,26,5,2014,99,0
2490,10010,1,70,600,6,6,2016,8,24,8,2014,82,0
2491,10269,7,456,385,7,10,2015,1,4,4,2015,19,51
2492,10025,7,707,593,6,4,2015,5,22,11,2013,94,0
2493,10144,7,438,10,27,2,2014,10,29,5,2016,17,52
2494,10528,2,335,446,21,3,2014,5,27,12,2016,105,0
2495,10590,2,503,392,20,12,2013,10,16,6,2015,75,51
2496,10739,7,94,594,29,6,2016,5,8,8,2014,137,0
2497,10523,5,267,380,9,9,2015,4,11,3,2015,101,0
2498,10412,4,630,147,8,2,2013,5,25,2,2013,61,52
2499,10617,4,473,582,22,11,2014,3,20,11,2015,19,51
2500,10880,2,348,571,9,12,2014,9,2,7,2014,15,52
2501,10267,1,75,341,5,12,2013,6,29,12,2013,17,52
2502,10698,4,237,537,23,8,2015,8,5,3,2016,97,0
2503,10572,6,622,353,12,10,2015,2,23,7,2015,129,0
2504,10103,6,177,586,25,8,2016,2,1,11,2014,39,51
2505,10520,1,4,525,11,7,2016,11,24,6,2014,140,0
2506,10049,2,300,607,20,5,2014,2,2,7,2016,134,0
2507,10669,1,198,64,26,6,2016,10,23,8,2014,98,0
2508,10130,7,587,132,10,7,2016,7,21,10,2014,126,0
2509,10107,5,119,248,23,9,2013,9,9,8,2014,96,0
2510,10471,2,603,486,27,1,2015,2,1,10,2016,76,50
2511,10878,1,290,282,14,5,2016,5,5,4,2014,138,0
2512,10807,6,537,484,16,9,2016,3,9,8,2013,123,0
2513,10461,7,326,154,19,1,2016,3,7,1,2013,35,51
2514,10323,5,442,521,12,1,2013,11,29,10,2016,21,52
2515,10354,7,622,679,8,2,2014,3,29,2,2015,43,51
2516,10566,2,575,522,3,11,2015,11,25,10,2015,54,51
2517,10844,3,641,694,13,11,2016,10,6,12,2015,118,0
2518,10076,3,590,465,23,5,2016,8,9,8,2013,124,0
2519,10289,2,585,523,29,4,2015,4,12,8,2014,101,0
2520,10485,1,189,6,25,8,2014,11,28,2,2014,112,0
2521,10937,4,612,649,17,11,2015,2,21,9,2015,42,51
2522,10311,5,470,339,28,6,2016,4,29,4,2014,126,0
2523,10196,2,670,711,4,1,2014,2,29,2,2013,76,46
2524,10559,5,223,383,19,8,2013,6,16,1,2016,78,51
2525,10896,4,496,558,2,1,2016,9,9,8,2015,89,0
2526,10406,3,132,575,29,12,2015,1,10,9,2015,76,51
2527,10463,1,442,170,19,5,2013,7,1,3,2014,105,0
2528,10284,4,615,36,4,7,2013,8,1,12,2013,133,0
2529,10685,4,627,10,15,12,2014,4,25,8,2015,108,0
2530,10594,1,168,559,6,9,2015,5,11,3,2014,130,0
2531,10354,5,138,565,19,4,2016,4,23,9,2015,94,0
2532,10827,3,215,134,13,1,2014,6,15,5,2013,135,0
2533,10551,7,212,438,27,8,2016,4,5,8,2014,122,0
2534,10434,5,479,417,19,9,2014,10,25,11,2016,11,52
2535,10619,6,352,437,1,5,2015,6,27,5,2015,12,52
2536,10258,2,418,656,5,12,2016,9,14,11,2015,20,51
2537,10708,7,352,268,4,4,2015,5,10,7,2015,12,52
2538,10709,4,33,82,4,2,2014,11,1,7,2014,79,53
2539,10322,5,122,241,8,9,2013,2,22,1,2014,20,51
2540,10486,3,272,244,2,1,2014,3,26,6,2013,80,17
2541,10009,3,492,42,2,2,2016,3,11,9,2013,10,51
2542,10307,2,567,560,22,1,2013,2,9,2,2016,113,0
2543,10544,6,240,36,17,3,2015,7,1,10,2013,122,0
2544,10535,6,377,571,1,6,2016,7,14,7,2016,140,0
2545,10947,2,445,11,16,9,2014,4,13,12,2016,115,0
2546,10650,2,115,67,6,10,2014,4,8,5,2014,37,51
2547,10702,4,480,341,23,4,2016,8,20,12,2014,43,51
2548,10915,2,18,713,20,4,2015,11,4,7,2016,112,0
2549,10143,6,403,356,6,8,2014,10,20,6,2015,105,0
2550,10827,5,10,239,22,8,2015,5,23,4,2015,75,51
2551,10535,5,55,266,9,12,2013,3,11,7,2015,95,0
2552,10114,7,165,330,16,10,2016,3,1,11,2014,9,52
2553,10338,3,317,363,28,12,2016,6,24,3,2016,3,52
2554,10155,6,54,537,15,7,2014,11,20,11,2013,106,0
2555,10410,3,245,180,24,6,2016,10,20,12,2015,102,0
2556,10386,5,541,653,2,5,2015,9,28,9,2013,8,52
2557,10270,1,649,228,20,1,2015,5,22,4,2016,82,0
2558,10335,7,647,325,28,10,2016,4,8,2,2013,64,51
2559,10375,7,197,116,29,2,2016,1,25,12,2013,127,0
2560,10985,2,214,83,1,4,2016,4,2,1,2015,99,0
2561,10746,7,388,373,19,7,2014,6,25,10,2015,12,52
2562,10768,2,520,465,21,11,2013,7,15,9,2016,3,52
2563,10332,5,320,90,16,4,2014,2,1,6,2015,2,52
2564,10529,4,298,635,7,12,2016,2,16,6,2016,3,52
2565,10068,4,585,272,27,1,2016,9,27,1,2014,77,49
2566,10117,3,213,481,4,1,2013,9,10,12,2013,5,52
2567,10619,1,29,199,9,7,2016,5,28,7,2013,23,51
2568,10433,4,407,422,18,6,2014,1,13,11,2016,59,51
2569,10510,5,641,64,2,7,2014,2,21,10,2013,17,51
2570,10720,3,74,367,23,9,2015,4,1,3,2014,128,0
2571,10403,5,303,585,6,7,2013,10,23,3,2013,53,51
2572,10510,4,429,90,20,10,2013,9,13,2,2015,133,0
2573,10378,7,182,619,8,4,2016,5,8,8,2015,131,0
2574,10112,3,47,180,24,6,2016,11,15,12,2014,138,0
2575,10112,7,179,588,16,3,2014,4,13,5,2013,61,51
2576,10160,1,525,573,14,9,2013,1,2,7,2014,134,0
2577,10307,7,164,143,21,5,2014,7,19,12,2015,31,51
2578,10173,5,456,56,9,2,2015,3,6,9,2013,37,51
2579,10801,2,356,81,20,6,2016,5,21,9,2014,9,52
2580,10537,5,653,511,13,3,2016,6,5,2,2013,48,51
2581,10937,4,709,281,22,5,2015,5,6,1,2015,46,51
2582,10473,1,50,315,28,12,2015,4,27,4,2014,87,0
2583,10269,4,709,198,28,8,2015,2,18,9,2016,46,51
2584,10497,3,583,388,3,10,2014,10,9,5,2013,81,1
2585,10552,1,136,352,15,11,2014,11,5,9,2013,123,0
2586,10811,7,456,415,24,6,2013,3,15,2,2016,121,0
2587,10321,6,634,29,23,8,2013,3,13,10,2013,4,52
2588,10573,4,64,637,14,4,2014,6,7,10,2014,31,51
2589,10485,3,710,416,20,5,2013,11,29,6,2015,26,51
2590,10518,5,684,27,12,5,2014,6,16,6,2015,29,51
2591,10522,2,259,672,29,2,2015,3,10,12,2014,30,51
2592,10918,7,350,90,10,1,2014,3,29,5,2016,40,51
2593,10366,7,402,402,24,9,2016,9,13,6,2013,126,0
2594,10936,1,473,85,17,2,2014,4,10,2,2013,81,0
2595,10122,2,327,35,27,2,2013,6,10,12,2013,69,50
2596,10838,1,18,270,29,12,2013,5,1,11,2013,75,50
2597,10814,1,700,344,8,11,2013,1,24,12,2015,68,49
2598,10406,4,621,596,11,11,2015,4,22,10,2015,115,0
2599,10234,6,600,227,28,11,2016,7,16,11,2016,1,52
2600,10374,3,564,431,6,5,2015,11,16,2,2015,116,0
2601,10114,3,25,349,21,2,2015,1,12,10,2015,111,0
2602,10308,1,324,672,11,3,2015,2,26,9,2016,48,51
2603,10867,3,488,442,3,6,2013,4,17,3,2015,112,0
2604,10995,1,382,440,3,10,2015,4,27,9,2013,80,12
2605,10114,3,137,562,17,2,2014,7,4,6,2013,11,52
2606,10930,1,312,80,27,8,2015,5,19,12,2016,66,50
2607,10050,5,192,325,16,5,2015,10,18,4,2013,43,51
